,cpu_hash,cpu_md5,cpu_simple,machine,mem_l1,mem_l2,mem_l3,mem_ll,mmn_s1,mmn_s2,mmn_s3,mmn_s4,mms_s1,mms_s2,mms_s3,mms_s4,mvs_s1,mvs_s2,mvs_s3,mvs_s4
33,1.688603766,2.056198827,0.899552098,exmag,0.134480118,0.167514987,0.230989402,0.258698222,0.535262521,0.429480158,0.545752355,1.254050065,2.868956906,3.590064317,2.701005907,2.680969227,0.630809612,0.476308504,0.392139968,0.764973337
34,1.575672464,1.779258411,0.99641239,ajax,0.076786975,0.091124351,0.187654939,0.223733799,0.513092715,0.394961005,0.759794044,1.029297407,4.568299789,3.444823964,3.481721927,3.335921526,0.619463498,0.573172145,0.515471786,0.703618165
35,1.691463495,2.074930595,0.898990051,exmag,0.128106242,0.16489549,0.234103166,0.242878429,0.534791195,0.428872146,0.555936494,1.249744958,2.862549466,3.564084858,2.697977092,2.642653235,0.621432146,0.47131775,0.390739076,0.766086975
36,1.435660822,1.873866534,0.88907812,luna,0.093780403,0.121163696,0.178924704,0.251866084,0.485426681,0.373290328,0.500089422,1.029690016,2.683076145,3.187810703,2.509242419,2.424850489,0.585515479,0.443259682,0.364381197,0.71147002
37,1.433769154,1.865845183,0.888132211,luna,0.092309427,0.118304565,0.177858775,0.256734158,0.485382672,0.371925687,0.493743683,1.025072278,2.712940258,3.196279379,2.502294582,2.432395652,0.578339148,0.446523936,0.358235453,0.713095159
38,1.688809688,2.164088762,0.899104667,exmag,0.14443003,0.168102406,0.24683337,0.246837413,0.53654742,0.428802639,0.546943571,1.247817365,2.863118423,3.560361265,2.699291285,2.641596432,0.633144677,0.470465884,0.38685433,0.765540008
39,1.434199287,1.865017708,0.889441198,luna,0.092535356,0.119710257,0.181016131,0.256497996,0.48473299,0.372006744,0.506747218,1.0311133,2.694346538,3.193474145,2.500264315,2.427374191,0.580017904,0.445733696,0.36207791,0.713169228
40,1.687346422,2.054989121,0.89883857,exmag,0.111769849,0.158811409,0.228034741,0.241176483,0.534458004,0.428310211,0.544765541,1.251315242,2.857407317,3.559317227,2.715060881,2.640700937,0.62181064,0.471274528,0.394644545,0.763657291
41,1.432710929,1.85462576,0.88810352,luna,0.092704589,0.118597337,0.179173054,0.256236675,0.484240756,0.371193819,0.49103495,1.018047073,2.694652868,3.242162754,2.496458106,2.428045267,0.578112585,0.443624914,0.365903719,0.711329681
42,1.688100506,2.048262681,0.899203474,exmag,0.142841245,0.165913378,0.239229219,0.241218368,0.534583346,0.429526604,0.546192389,1.248823905,2.853453993,3.548410558,2.698499507,2.636690767,0.656822048,0.47184076,0.386086529,0.763460046
43,1.575938061,1.993088612,1.181214041,hildor,0.099710015,0.130012121,0.193982449,0.23985889,0.537001544,0.41462245,0.523118931,1.075564545,3.03017243,3.401467051,2.727248279,2.644049247,0.639422408,0.482238001,0.388953939,0.746695742
44,1.433588035,1.852687723,0.887492367,luna,0.09392914,0.119432385,0.179244636,0.23825591,0.484264224,0.371162253,0.499680874,1.014938599,2.691848097,3.186254012,2.517709326,2.447981691,0.602269429,0.444957488,0.35942083,0.711671586
45,1.687991748,2.04935705,0.903063939,exmag,0.12241682,0.158024487,0.228067604,0.241821189,0.534519257,0.428342226,0.542527999,1.248876958,2.860084145,3.559040548,2.698331058,2.643272702,0.623522202,0.473010453,0.393709391,0.765902834
46,1.569481134,1.930270451,1.181396693,hildor,0.09597095,0.133507413,0.192616521,0.239389308,0.504691851,0.388560543,0.491705459,1.02308427,3.024497688,3.409682793,2.733670605,2.641209832,0.639155344,0.482082767,0.439910925,0.744189353
47,1.432875309,1.853496242,0.887426699,luna,0.092083192,0.12135266,0.179735485,0.237748292,0.484174637,0.371127967,0.504625861,1.016279846,2.688576174,3.184885604,2.509172169,2.428612598,0.578263605,0.442362583,0.361485896,0.712026527
48,1.581610497,1.997585497,1.180125992,hildor,0.09602289,0.130207641,0.192168011,0.233266685,0.539943919,0.415420737,0.526638535,1.074660981,3.041982018,3.417110815,2.75043168,2.65837467,0.633508345,0.476774141,0.447021792,0.749961031
49,1.432769769,1.87196822,0.887628074,luna,0.09268004,0.117150154,0.180098754,0.242562264,0.484327507,0.37158179,0.492367558,1.017055898,2.682648054,3.186398133,2.497550595,2.45250678,0.58623315,0.449607068,0.366350214,0.71361631
50,1.577952713,2.082660094,1.183632063,hildor,0.098986623,0.136108689,0.19259894,0.233143277,0.539772018,0.415484027,0.522819125,1.07303933,3.047799337,3.418468028,2.736917297,2.657648775,0.649004847,0.481729902,0.385167111,0.751673626
51,1.436405956,1.869571001,0.890501158,luna,0.092042035,0.118295596,0.182744696,0.296338341,0.486400624,0.373873684,0.518411313,1.030102998,2.702100962,3.217631562,2.520643238,2.447476334,0.583043366,0.44708811,0.363145157,0.71495211
52,1.582927059,1.992302967,1.179966442,hildor,0.099508248,0.128043082,0.193560428,0.232457147,0.539761978,0.415402678,0.527745831,1.074760206,3.030721822,3.413612656,2.743717876,2.658556817,0.63853321,0.479135216,0.396040911,0.747633563
53,1.581224889,2.049651997,1.186850871,hildor,0.098102426,0.130132995,0.191568661,0.232389686,0.539750953,0.41524587,0.523813971,1.073491657,3.053223849,3.414735504,2.740851207,2.657436297,0.641493777,0.496776304,0.39279699,0.752968091
54,1.580619491,1.993151741,1.179557339,hildor,0.101173473,0.129104064,0.193161197,0.232491706,0.539650357,0.415394464,0.527310449,1.072272583,3.019524638,3.412649904,2.737941241,2.662007994,0.636545655,0.479070514,0.391518736,0.747324349
55,1.581343272,1.998887744,1.187570548,hildor,0.098826851,0.128731035,0.191999013,0.233073501,0.539450703,0.41535772,0.526262921,1.075707461,3.019116336,3.417548579,2.737731665,2.657758307,0.65507267,0.479450786,0.396096707,0.748501073
56,2.856829824,4.06371272,1.590280822,mudrc,0.070804734,0.116931469,1.620376108,1.470204491,1.088348398,0.885402972,1.102218405,3.0437762,7.990809679,6.182284269,5.594796171,5.275581079,1.135754973,1.15049397,1.147070996,1.260116113
57,2.852752501,4.199124862,1.582769515,mudrc,0.070141396,0.116759506,1.605485176,1.460220247,1.081095908,0.887888697,1.107114252,3.096984096,8.012662594,6.967641611,6.881820281,5.319605428,1.145313325,1.111454219,1.147512211,1.262571747
58,2.849213566,4.247983263,1.580614329,mudrc,0.070696497,0.117121426,1.613994947,1.464284803,1.102625656,0.871170049,1.103320959,2.395258449,7.995002156,6.195032413,5.603462784,5.315001055,1.140279908,1.120695734,1.147229708,1.260958794
59,2.858899255,4.247897569,1.583849691,mudrc,0.069495226,0.113884164,1.639272013,1.464112267,1.098138434,0.868506609,1.104771591,3.325320042,8.011056112,6.189664499,5.612013346,5.286098961,1.128740317,1.125157904,1.171525397,1.262192948
60,2.866440515,4.23311269,1.58810635,mudrc,0.070899331,0.113456983,1.603750334,1.466521161,1.099041112,0.886952132,1.106720068,2.496510497,8.245189723,6.196015898,5.614224348,5.299793868,1.295689864,1.154310055,1.139889205,1.27532922
61,2.850020538,4.222481787,1.580580417,mudrc,0.069092083,0.117105866,1.62187082,1.469677503,1.089392174,0.870645443,1.103753853,2.763327675,7.983176939,6.183119061,5.58305433,5.281966186,1.144758482,1.135575334,1.148747729,1.262169326
62,1.436309771,1.895230053,0.888565933,luna,0.092696649,0.122436359,0.179024541,0.239147608,0.48630913,0.374090748,0.496437225,1.028250869,2.698843276,3.211166995,2.518873957,2.433375179,0.588660889,0.443986337,0.361535073,0.712625939
63,1.437209314,1.870298436,0.889833404,luna,0.092497399,0.120673376,0.186955466,0.254127418,0.484616124,0.373934708,0.495604574,1.029435601,2.707308455,3.189807469,2.498854652,2.435902463,0.595367653,0.445292856,0.362318761,0.712949382
64,1.737389256,1.812626584,0.996593841,ajax,0.080515525,0.091856019,0.187739187,0.224501395,0.513051047,0.394971744,0.761156266,1.030388028,4.56696823,3.447350108,3.481930883,3.333199207,0.629292182,0.535355904,0.516567037,0.703384868
65,1.437288792,1.872937601,0.889675868,luna,0.09055761,0.122987805,0.178434816,0.260416042,0.485940569,0.373709578,0.495528817,1.029319127,2.700795989,3.212159786,2.512365989,2.432437814,0.591008622,0.446202267,0.362208796,0.713068692
66,2.849898765,4.067649623,1.580686091,mudrc,0.065473342,0.116922183,1.638230069,1.464631705,1.102132664,0.884697494,1.106755725,3.368414884,7.978158715,6.195631009,5.600692221,5.290428869,1.13428768,1.166522526,1.149500457,1.255190833
67,1.580832479,1.795901701,1.000131529,ajax,0.079891765,0.091946563,0.187637098,0.225267525,0.515208166,0.396280218,0.765054788,1.033662073,4.59692987,3.460720941,3.491468609,3.36535259,0.622042559,0.597286794,0.525577436,0.717776267
68,1.437100531,1.875722812,0.889824955,luna,0.092689949,0.118583609,0.183832437,0.257512791,0.486267395,0.373856068,0.50120272,1.027684753,2.699167113,3.198869787,2.513091468,2.445418091,0.593719324,0.447860772,0.364557186,0.716468615
69,1.437407822,2.456338105,0.889864744,luna,0.092812232,0.125805188,0.183352501,0.275653806,0.781241963,0.619752463,0.530486316,1.013528116,2.697068194,3.212068031,2.514294338,2.441797165,0.592481474,0.445713301,0.364876314,0.713444052
70,1.599181745,1.79131453,1.002044412,ajax,0.079664243,0.094791969,0.188938508,0.224128971,0.515436215,0.397182734,0.768454177,1.046889282,4.608485782,3.447485186,3.481898628,3.3350089,0.609604745,0.533533062,0.511643278,0.702895711
71,2.851100003,4.068610738,1.581284743,mudrc,0.071130075,0.114882273,1.65506893,1.470923517,1.091022386,0.884828245,1.102592485,2.399985363,7.949124762,6.195076562,5.597395147,5.275743001,1.104109628,1.167362339,1.183451022,1.261425327
72,1.437203143,1.882860317,0.888207972,luna,0.093382061,0.117663278,0.179881676,0.229651297,0.486198463,0.374139296,0.495530855,1.029395393,2.697396696,3.201701416,2.513377628,2.439591734,0.578537538,0.446323259,0.359132468,0.713556838
73,1.582708983,1.870015633,0.999168698,ajax,0.08057893,0.093150784,0.189661953,0.225354387,0.514549215,0.396277683,0.763519542,1.03248098,4.58224513,3.456555634,3.497464783,3.343081884,0.612053719,0.531957051,0.553574664,0.70673378
74,1.437436892,1.874966403,0.889832627,luna,0.092318511,0.122527053,0.181537012,0.266989854,0.48592686,0.373895557,0.495370058,1.024498232,2.698483388,3.201480395,2.529140944,2.45758817,0.583106058,0.445281867,0.365197933,0.713919741
75,1.743403399,1.80266485,0.998957106,ajax,0.073704908,0.091650034,0.189768126,0.225223706,0.514217208,0.397152103,0.764331744,1.032573923,4.577855178,3.45436893,3.49182283,3.343529752,0.63920923,0.530195667,0.517717734,0.705400288
76,1.437471174,1.879498904,0.889638695,luna,0.092360458,0.125054371,0.180198063,0.267705045,0.485966175,0.374294935,0.493849106,1.02173484,2.690749678,3.209663928,2.513291249,2.440374339,0.580906223,0.448214849,0.361217678,0.71460892
77,1.58096438,1.784750152,1.000760985,ajax,0.079883123,0.101389503,0.188180512,0.224935143,0.515098049,0.396498911,0.763738357,1.032858079,4.591334567,3.456161426,3.493551896,3.343631943,0.620864091,0.533683604,0.514423552,0.705613824
78,1.582095503,1.795107334,0.999859282,ajax,0.079984697,0.092334019,0.188183989,0.224211575,0.515984706,0.395859125,0.765540998,1.032667077,4.578130775,3.45676398,3.497209645,3.3439699,0.611551473,0.534207032,0.54641216,0.70692862
79,2.026809121,1.808527564,1.000213844,ajax,0.076583664,0.092325071,0.189126463,0.225440492,0.51546875,0.396117138,0.76322839,1.034190971,4.594686689,3.456891712,3.487328915,3.34401113,0.639493256,0.526641808,0.514800762,0.705404024
80,1.700200283,2.086266129,0.901269443,exmag,0.14477152,0.153443958,0.232149608,0.277359018,0.538009381,0.439409666,0.54799194,1.296390563,2.900266061,3.58555102,2.720211514,2.677414287,0.649314392,0.475010025,0.49979524,1.147843574
81,1.697836113,2.111276042,0.902800528,exmag,0.111144262,0.155902646,0.232616892,0.27160973,0.538633095,0.434471634,0.551524313,1.296232561,2.894576048,3.589179729,2.734328507,2.661813089,0.624540972,0.474780657,0.394808405,0.774378283
82,1.698809768,2.12266331,0.902630801,exmag,0.11520142,0.209484417,0.234777504,0.279303495,0.539528873,0.434434974,0.551555765,1.30605613,2.921936302,3.725422773,2.727819018,2.674006038,0.63017817,0.476380523,0.38976717,0.774306024
83,2.886049092,4.045242893,1.473869093,exmag,0.115443921,0.200888548,0.295427303,0.448136458,0.929607582,0.767319218,1.094453181,2.241959044,5.309240894,5.296752748,4.489366362,4.410561433,1.14490973,0.869442874,0.700411917,1.16508176
84,1.700848492,2.11872334,0.906148022,exmag,0.112559717,0.153637427,0.237188249,0.341530533,0.53835286,0.435396943,0.553020233,1.290555125,3.152487959,3.779298587,2.926580922,2.887425512,0.62996453,0.476889515,0.391890442,0.772909521
85,2.885414906,3.981480081,1.484052647,exmag,0.114731766,0.193697258,0.284455882,0.404061294,0.933330527,0.767656874,1.051338731,2.060549537,5.278854363,5.306824218,4.483432969,4.403954653,1.142667737,0.863468267,0.695482952,1.157144527
86,1.696341001,2.106196835,0.901723942,exmag,0.112594137,0.152428568,0.235635603,0.280833528,0.538261869,0.433201531,0.551178637,1.320302601,2.941818026,3.639699146,2.747905678,2.708276798,0.633438269,0.480448469,0.392029412,0.774984134
87,1.702809869,2.153749217,0.902733637,exmag,0.11203859,0.155319753,0.241550335,0.370988286,0.540465888,0.441212886,0.552140728,1.333836662,2.932914063,3.640705217,2.746344881,2.706061753,0.63165821,0.481484069,0.391764052,0.7773828
88,1.640680598,2.046755574,1.19391369,hildor,0.101032972,0.131707338,0.200020653,0.330536123,0.543970567,0.421879051,0.531768255,1.108616293,3.073730579,3.471892571,2.776694844,2.707221178,0.663370642,0.490779054,0.393219643,0.756712012
89,1.595314247,2.048766302,1.193554496,hildor,0.101768009,0.129393868,0.200882133,0.332557888,0.544090587,0.422637174,0.539632273,1.114317069,3.090686776,3.537114929,2.776837146,2.704365222,0.651841675,0.489567744,0.405688936,0.760668442
90,1.585319312,2.023520157,1.188310772,hildor,0.097937273,0.131896544,0.209852419,0.396417881,0.543630511,0.425097841,0.539249077,1.112731209,3.108192318,3.518223415,2.819537846,2.729674477,0.658364971,0.497855312,0.395243137,0.760445993
91,1.598674585,2.066928794,1.193416334,hildor,0.098914008,0.133744202,0.210241086,0.389924878,0.54154369,0.421077786,0.535827167,1.112860068,3.125889369,3.515987241,2.950623899,2.707422816,0.643366261,0.489353324,0.399969435,0.761909717
92,1.683474535,2.049780463,1.213519982,hildor,0.098521864,0.134565263,0.20971787,0.393747823,0.540643178,0.420256945,0.531120421,1.113773885,3.116140565,3.613237278,2.781207228,2.717791383,0.651318952,0.492297695,0.397549753,0.758739485
93,2.611798338,3.7799219,1.217865016,hildor,0.102412548,0.130026739,0.2008823,0.340593754,0.987106824,0.777064272,1.099987945,2.128569036,5.068634272,5.022111394,4.33128411,4.183797448,1.106091782,0.855268738,0.671851734,1.061376086
94,2.764503013,3.63330493,1.353340192,hildor,0.100389721,0.131103975,0.20361289,0.36018506,0.953303392,0.728957013,0.877922844,1.682076071,5.109499442,5.006581903,4.308507002,4.183004589,1.148261895,0.869033379,0.739789446,1.042356173
95,1.654418596,2.151776962,1.227811591,hildor,0.100947756,0.138875046,0.220971902,0.407450478,0.560609995,0.435640904,0.55211422,1.153070295,3.109252807,3.496722116,2.778406924,2.694568951,0.64740606,0.491435279,0.397723571,0.756343731
96,1.622001479,1.977693438,0.863461705,tarkil,0.153561792,0.17466586,0.251780402,0.259946649,0.513019587,0.411966119,0.522263314,1.321692049,2.767389921,3.44835799,2.599336479,2.428639334,0.561006022,0.43329959,0.349674089,0.688496006
97,1.550328739,1.708948438,0.743176401,tarkil,0.155431812,0.170508237,0.249483603,0.255067572,0.441506782,0.352945692,0.449100448,1.196935608,2.360046994,2.950885243,2.218958983,2.175875877,0.517139612,0.387764654,0.319677413,0.63291402
98,1.520273175,1.877106865,0.809189863,tarkil,0.145841413,0.164851507,0.251240131,0.251991635,0.481246559,0.385622658,0.488584934,1.267991548,2.590176489,3.279941781,2.339681732,2.426891106,0.590829108,0.453744007,0.375647699,0.724315908
99,1.617181916,1.95754731,0.861879657,tarkil,0.1452907,0.177165908,0.248567399,0.243656603,0.512244842,0.409948888,0.520616413,1.264757962,2.794355992,3.40442049,2.576893868,2.541859563,0.60008093,0.4556978,0.377224095,0.742829133
100,1.627378013,2.005673378,0.865223137,tarkil,0.138644594,0.155439275,0.229072923,0.265856882,0.515703727,0.414599735,0.525825808,1.283468391,2.778563934,3.455667088,2.607369193,2.556686978,0.603348178,0.476951999,0.372707714,0.741725548
101,1.627217939,1.999054746,0.8652983,tarkil,0.152170363,0.17409154,0.258331388,0.271103023,0.51406336,0.413276167,0.522171941,1.317607448,2.744861648,3.40753737,2.590065498,2.532608605,0.595846139,0.452930295,0.369851856,0.735014742
102,1.619000778,1.96821481,0.862587996,tarkil,0.134465081,0.151117999,0.226859845,0.249148545,0.512811312,0.410565004,0.530867541,1.266571877,2.771027434,3.462100112,2.608419963,2.565312808,0.603315091,0.456557437,0.373638177,0.748193687
103,1.630374456,2.019034498,0.866425483,tarkil,0.14343999,0.15090966,0.229906353,0.276021299,0.516668669,0.415945131,0.52933898,1.288426126,2.80943471,3.481958586,2.621626715,2.573745995,0.60240194,0.459471777,0.379081017,0.745147777
104,1.616981187,1.777799267,0.861987744,tarkil,0.128887075,0.171386492,0.248692152,0.315237432,0.442300849,0.353468103,0.450069408,1.193868408,2.666668749,3.395985067,2.571489476,2.525512022,0.599233279,0.469274259,0.36946245,0.732536232
105,1.416150021,1.70855234,0.754500772,tarkil,0.169593558,0.14206121,0.211499312,0.229175853,0.447900125,0.358320046,0.459955444,1.230746056,2.405005548,2.979488072,2.254259432,2.205214634,0.523257851,0.396649471,0.321786815,0.639507712
106,1.503047921,1.832413241,0.800687134,tarkil,0.139345995,0.173449889,0.252679678,0.252211482,0.47631826,0.381766397,0.491428828,1.253700584,2.542469923,3.177473862,2.42645801,2.353829749,0.567961935,0.42052188,0.351214525,0.684454193
107,1.50867473,1.828719457,0.762429356,tarkil,0.144291145,0.181378604,0.252857617,0.248732596,0.479768797,0.383478802,0.486206921,1.265658663,2.774207646,3.212192367,2.413180013,2.595433792,0.559123365,0.441274426,0.354822165,0.684635138
108,1.514372977,1.829506237,0.808647407,tarkil,0.126587159,0.169380509,0.245321613,0.314105574,0.479911708,0.383667896,0.491581151,1.253114632,2.563218079,3.181392792,2.430549159,2.364531941,0.567055504,0.404109558,0.351844548,0.688748705
109,1.614165589,1.827174504,0.800404449,tarkil,0.13716533,0.170945292,0.25618677,0.250353374,0.476222609,0.382152825,0.485430384,1.252472925,2.560952485,3.197330861,2.401308978,2.358909131,0.555217855,0.418723512,0.343152478,0.682386455
110,1.415106108,1.812632323,0.755510238,tarkil,0.148788518,0.168999424,0.249968836,0.248615149,0.448264378,0.358304861,0.454463995,1.230663938,2.398359786,2.971824357,2.251599261,2.207324253,0.525836165,0.394552223,0.324142825,0.673116259
111,1.515159502,1.831017245,0.809642097,tarkil,0.141778893,0.167633146,0.249844783,0.24674956,0.480120498,0.383805983,0.489857561,1.253468715,2.606953983,3.216557038,2.464875435,2.409817021,0.559346306,0.425431227,0.35107357,0.685120675
112,1.614326137,1.828455147,1.040603141,ajax,0.076432579,0.094219754,0.192933491,0.229801891,0.535369567,0.412911176,0.795285773,1.076512125,4.800896521,3.587586522,3.487389482,3.340844054,0.610556115,0.531855134,0.512399935,0.704853368
